1749;20;3440.96;10.40;1668.94;0.00;1.00
4219;20;3482.69;9.70;1596.46;0.00;1.00
170;21;2963.72;9.70;1123.63;0.00;1.00
205;21;3393.16;9.70;1713.46;0.00;1.00
649;21;3015.31;9.70;1132.22;0.00;1.00
736;21;2974.30;10.00;1222.47;0.00;1.00
853;21;3488.58;9.70;1652.76;0.00;1.00
923;21;3372.65;9.70;1637.70;0.00;1.00
1593;21;2958.50;9.70;1124.40;0.00;1.00
1665;21;3101.71;9.70;1083.26;0.00;1.00
1884;21;2862.60;9.70;400.14;0.00;1.00
1947;21;3443.80;9.70;1745.50;0.00;1.00
2033;21;2894.73;9.70;1192.23;0.00;1.00
2241;21;3496.48;9.70;548.02;0.00;1.00
2256;21;3475.14;9.70;1552.56;0.00;1.00
2687;21;3396.04;10.10;1618.69;0.00;1.00
2714;21;3337.79;9.70;754.73;0.00;1.00
2749;21;3489.74;9.70;1575.96;0.00;1.00
2839;21;2991.44;9.70;1135.07;0.00;1.00
2989;21;2957.33;9.70;1140.47;0.00;1.00
3253;21;2979.53;9.70;1192.41;0.00;1.00
3343;21;3501.66;9.70;1569.63;0.00;1.00
3365;21;3351.93;9.70;1657.25;0.00;1.00
3383;21;3068.73;9.80;1197.86;0.00;1.00
3496;21;2883.58;9.70;1037.45;0.00;1.00
3512;21;3482.55;9.70;1619.74;0.00;1.00
3524;21;3139.43;9.70;1181.78;0.00;1.00
3578;21;2888.28;9.70;1214.09;0.00;1.00
3934;21;3150.85;9.70;1127.21;0.00;1.00
4026;21;2974.54;9.70;1096.48;0.00;1.00
4074;21;3998.92;10.00;296.74;0.00;1.00
4167;21;3457.67;9.70;705.05;0.00;1.00
4184;21;4013.60;9.70;261.17;0.00;1.00
4219;21;3482.60;9.70;1596.01;0.00;1.00
4248;21;4007.58;9.70;308.55;0.00;1.00
4320;21;2952.81;9.90;1203.40;0.00;1.00
4453;21;2906.62;9.70;1168.61;0.00;1.00
4765;21;2998.78;9.70;1068.93;0.00;1.00
4843;21;3492.62;9.70;1563.03;0.00;1.00
4936;21;3280.92;10.50;1620.49;0.00;1.00
4957;21;3485.17;9.70;1568.08;0.00;1.00
5031;21;3274.17;9.70;1656.83;0.00;1.00
5114;21;3320.78;9.70;736.46;0.00;1.00
5224;21;2849.26;9.70;297.35;0.00;1.00
5454;21;3478.71;9.70;1603.31;0.00;1.00
5695;21;3491.91;9.50;1654.59;0.00;1.00
5747;21;2971.20;9.70;1208.76;0.00;1.00
5788;21;3350.44;9.70;829.45;0.00;1.00
5807;21;3386.56;9.70;760.74;0.00;1.00
6053;21;3475.31;9.70;1658.10;0.00;1.00
6088;21;3389.12;9.70;1669.41;0.00;1.00
6277;21;3476.99;9.70;1586.95;0.00;1.00
6402;21;4029.26;9.70;229.45;0.00;1.00
8027;21;3435.27;9.70;1739.89;0.00;1.00
8257;21;3371.16;9.70;1685.12;0.00;1.00
8293;21;3325.19;9.70;1673.54;0.00;1.00
8326;21;3495.39;9.70;1680.07;0.00;1.00
8331;21;3268.31;9.50;1673.25;0.00;1.00
8333;21;3431.35;9.90;1671.98;0.00;1.00
8359;21;3476.27;9.70;1662.10;0.00;1.00
8371;21;3444.72;9.70;1664.54;0.00;1.00
8491;21;3253.16;9.70;1636.69;0.00;1.00
8598;21;3479.04;9.70;1613.01;0.00;1.00
8619;21;3482.24;9.70;1608.68;0.00;1.00
8710;21;3463.50;9.70;1583.66;0.00;1.00
10084;21;2901.60;9.70;1244.16;0.00;1.00
10263;21;3134.74;9.70;1185.26;0.00;1.00
10300;21;2936.01;9.70;1182.17;0.00;1.00
10307;21;3027.88;9.80;1176.51;0.00;1.00
10376;21;3088.16;9.70;1161.29;0.00;1.00
10405;21;3069.29;9.70;1149.99;0.00;1.00
10422;21;2960.85;9.70;1141.83;0.00;1.00
10462;21;2954.08;9.70;1129.93;0.00;1.00
10463;21;2996.67;9.70;1137.84;0.00;1.00
10471;21;2929.09;9.70;1128.13;0.00;1.00
10626;21;3062.33;9.70;1083.38;0.00;1.00
10647;21;3048.74;9.70;1085.84;0.00;1.00
10705;21;3164.71;9.70;1063.58;0.00;1.00
11231;21;3282.05;9.70;829.23;0.00;1.00
11410;21;3401.86;9.70;678.33;0.00;1.00
11424;21;3403.30;9.70;677.51;0.00;1.00
11442;21;3438.11;9.70;655.34;0.00;1.00
11498;21;3524.80;9.70;620.25;0.00;1.00
11548;21;3550.56;9.70;591.26;0.00;1.00
11844;21;3842.08;9.70;405.52;0.00;1.00
11875;21;3956.30;10.20;362.12;0.00;1.00
11876;21;2877.12;9.70;373.30;0.00;1.00
11878;21;3992.92;9.70;353.13;0.00;1.00
11881;21;2844.00;9.70;353.53;0.00;1.00
11883;21;3942.59;9.70;399.56;0.00;1.00
11892;21;4016.78;9.70;291.56;0.00;1.00
12194;21;3600.95;9.70;572.97;0.00;1.00
12198;21;3231.43;9.70;483.25;0.00;1.00
12200;21;3168.34;9.70;462.71;0.00;1.00
12204;21;3876.09;9.70;419.00;0.00;1.00
12205;21;3862.62;9.70;414.52;0.00;1.00
12208;21;3943.07;9.50;409.86;0.00;1.00
12211;21;3941.65;9.50;402.01;0.00;1.00
12213;21;3995.22;9.70;379.67;0.00;1.00
12214;21;3961.10;9.70;355.09;0.00;1.00
12215;21;3978.16;9.70;335.46;0.00;1.00
18720;21;3444.52;9.70;684.19;0.00;1.00
18881;21;3231.36;9.70;483.18;0.00;1.00
