0;0;0;0;land;false;unknown;0
1;187;239;95;land;false;forest;1
2;205;204;143;land;false;forest;1
3;216;246;168;land;false;plains;1
4;185;149;202;land;false;plains;1
5;196;115;252;land;false;desert;1
6;91;236;194;land;false;mountain;1
7;234;224;199;land;false;forest;1
8;210;198;243;land;true;jungle;1
9;252;129;141;land;false;forest;1
10;214;241;112;land;false;desert;1
11;178;186;187;land;true;forest;1
12;244;121;180;land;false;forest;1
13;248;172;215;land;false;plains;1
14;143;232;212;land;false;forest;1
15;250;62;200;land;false;plains;1
16;204;224;85;land;false;forest;1
17;136;239;253;land;true;forest;1
18;237;205;141;land;false;forest;1
19;172;252;194;land;true;jungle;1
20;211;185;181;land;false;forest;1
21;166;155;180;land;false;forest;1
22;208;205;156;land;false;mountain;1
23;201;208;231;land;false;mountain;1
24;222;83;246;land;false;forest;1
25;208;222;132;land;false;mountain;1
26;69;246;187;land;false;forest;1
27;235;167;132;land;false;forest;1
28;85;241;204;land;false;desert;1
29;206;63;239;land;false;plains;1
30;194;245;210;land;false;forest;1
31;138;142;224;land;false;forest;1
32;233;121;180;land;false;forest;1
33;245;226;201;land;false;plains;1
34;183;153;251;land;false;jungle;1
35;231;148;159;land;false;jungle;1
36;251;219;173;land;false;desert;1
37;165;201;254;land;false;forest;1
38;225;234;122;land;false;mountain;1
39;235;193;198;land;false;plains;1
40;96;245;171;land;false;forest;1
41;156;187;186;land;false;jungle;1
42;173;248;96;land;false;mountain;1
43;192;133;227;land;false;desert;1
44;40;230;235;land;false;mountain;1
45;204;178;226;land;false;forest;1
46;222;174;109;land;true;plains;1
47;247;197;234;land;true;jungle;1
48;104;161;239;land;false;forest;1
49;190;99;227;land;false;plains;1
50;121;192;195;land;true;forest;1
51;238;153;111;lake;false;lakes;0
52;245;200;191;land;false;plains;1
53;217;107;188;land;false;desert;1
54;169;175;190;land;false;forest;1
55;147;180;233;land;false;desert;1
56;207;191;109;land;true;jungle;1
57;226;123;233;land;false;forest;1
58;128;196;213;land;false;forest;1
59;217;241;93;land;false;forest;1
60;233;234;90;land;false;mountain;1
61;197;232;147;land;true;jungle;1
62;238;211;91;land;false;hills;1
63;94;213;210;land;false;hills;1
64;73;248;227;land;false;mountain;1
65;242;197;164;land;true;plains;1
66;234;229;253;land;false;plains;1
67;184;236;227;land;false;forest;1
68;78;246;198;land;false;plains;1
69;210;166;183;land;true;forest;1
70;240;235;142;land;false;hills;1
71;227;210;130;land;false;forest;1
72;177;157;243;land;false;plains;1
73;89;252;249;land;false;plains;1
74;248;230;82;land;false;forest;1
75;118;194;241;land;false;plains;1
76;232;232;136;land;false;desert;1
